super_opeid,name,czname,state,par_median,k_median,par_q1,par_top1pc,kq5_cond_parq1,ktop1pc_cond_parq1,mr_kq5_pq1,mr_ktop1_pq1,trend_parq1,trend_bottom40,count
10,Rancho Santiago Community College District,Los Angeles,CA,63600,33700,15.97264,0.80312985,16.563599,0.29249892,2.6456439,0.046719801,-2.5573301,-3.1027441,2269.333333
9387,Perry Technical Institute,Yakima,WA,82000,52200,7.2459841,1.6047513,36.511398,0,2.6456099,0,5.8160076,13.38101,71.5
2601,Cumberland County College,Philadelphia,NJ,59900,32200,14.982035,0.14320987,17.65066,0.011663317,2.6444278,0.001747402,1.3833022,1.7982314,515.3333333
2798,Pratt Institute,New York,NY,96100,33200,9.7330589,3.4384496,27.164322,1.4523873,2.6439195,0.14136171,-2.4224544,-4.8347182,465
3155,Eastern Oklahoma State College,Fort Smith,OK,45500,30300,23.353476,0.37553245,11.31069,0.015836524,2.6414392,0.003698379,-5.0365362,-9.4534311,296.6666667
1538,University Of Tampa ,Tampa,FL,92900,44700,8.1401215,3.7114129,32.399647,0,2.6373706,0,-3.6898422,-9.4072886,541.3333333
21136,American Intercontinental University,Chicago,IL,44700,22100,26.033289,0.48899433,10.127345,0.27569863,2.636481,0.071773425,1.2350045,6.726212,1596.166667
2957,Queens University Of Charlotte,Charlotte,NC,99700,38300,6.9826336,1.5769475,37.757084,0.009594083,2.6364388,0.00066992,0.25497115,1.3439838,188.5
3172,Oklahoma State University Institute Of Technology - Okmulgee,Okmulgee,OK,53900,33100,17.298912,0.12807773,15.233892,0.33303708,2.6352975,0.05761179,-0.19406056,-1.5280093,551
3609,San Jacinto Community College District,Houston,TX,71500,37100,12.48451,0.27532703,21.093433,0.063765541,2.6334119,0.007960815,1.0299913,3.2283292,3710.333333
3447,Spartanburg Methodist College,Spartanburg,SC,60600,30400,20.166422,0.47870246,13.033827,0.039774381,2.6284566,0.00802107,-4.0398655,-2.0243921,146
207,West Hills Community College District,Fresno,CA,46100,25600,22.535126,0.19806172,11.652232,0.018050419,2.6258452,0.004067685,-6.2254829,-7.9412313,808
2225,Wentworth Institute Of Technology,Boston,MA,93600,59700,6.6957331,0.81083524,39.073475,0.021406278,2.6162558,0.001433307,-2.4218891,-7.2266712,613.3333333
1535,University Of Florida,Gainesville,FL,106100,56700,6.0965686,2.7280812,42.789829,3.4716856,2.6087112,0.21165369,0.10840773,-0.12740162,6627
2404,East Central Community College,Meridian,MS,41600,28000,30.573347,0.10921991,8.5294905,0.3696523,2.6077507,0.11301509,-6.04813,-1.2215096,484
25256,Art Institute Of New York City ,New York,NY,45900,26900,24.446348,0.42415297,10.662801,1.1174341,2.6066656,0.27317187,1.5569295,0.41987672,245
3656,University Of Texas At Arlington,Fort Worth,TX,83600,46500,9.3281984,0.77261657,27.86735,1.2699629,2.5995216,0.11846466,1.5002048,5.7949686,1680
2192,Mount Holyoke College,Springfield,MA,108700,48900,6.0082664,4.6659975,43.250099,4.3137488,2.5985811,0.2591815,-0.48301244,-1.2123187,404.6666667
3954,University Of Central Florida,Orlando,FL,91200,46000,7.2166281,1.4564704,35.995388,1.2641399,2.5976532,0.091228276,-1.4163803,-4.1316271,4407
1041,Spring Hill College,Mobile,AL,107000,45100,6.5644445,5.6479211,39.551239,6.4998398,2.596319,0.42667836,2.4856324,6.3585906,231.3333333
4972,Galveston College,Houston,TX,45600,30900,25.652569,0.125405,10.064665,0,2.5818453,0,-11.973289,-5.8701224,234
1544,Albany State University,Albany,GA,43800,31900,23.301081,0.094723083,11.070277,0,2.5794942,0,2.0892615,10.04005,521
16,San Mateo County Community College District,San Francisco,CA,77000,37800,10.543723,0.62606144,24.438568,0.58608484,2.576735,0.06179516,0.90080428,-1.405632,2601.666667
1728,Morton College,Chicago,IL,49700,28500,19.574379,0.019965995,13.145322,0.031759441,2.5731151,0.006216714,-0.56409025,2.7241368,690.3333333
3748,Eastern Shore Community College,Chincoteague,VA,35800,24200,37.020294,0.052922104,6.9250832,0,2.5636859,0,-16.432316,-5.9992871,129.6666667
21661,Elaine P. Nunez Community College,New Orleans,LA,47200,23800,25.470055,0.098706163,10.041587,0.056473266,2.5575976,0.014383771,7.9991579,13.582309,291.5
2017,Mcneese State University,Lake Charles,LA,75800,36300,12.7929,0.43969783,19.987112,0.77121741,2.5569315,0.09866108,-3.1821411,-4.2351036,1361.666667
2643,Union County College,Newark,NJ,62400,33600,15.828724,0.27345628,16.128452,0.19437827,2.5529282,0.030767601,-0.41387752,0.93104011,1116.666667
19,Foothill-Deanza Community College District,San Jose,CA,80200,33900,12.964211,1.6573552,19.676554,0.8351593,2.55091,0.10827182,-0.25680923,-2.1217191,4000.666667
7635,Capital Community College,Bridgeport,CT,46200,28900,24.232807,0.052339897,10.522533,0.031442948,2.5499053,0.007619509,3.555707,7.5980892,312.3333333
1399,Norwalk Community College,Bridgeport,CT,70200,31700,13.317077,2.5087798,19.129223,0.034308635,2.5474534,0.004568907,1.3026997,0.91951144,620.3333333
2205,Quincy College,Boston,MA,69000,29100,13.186677,0.32701391,19.226038,0.71653217,2.5352755,0.09448678,1.2203909,-0.92157441,359.6666667
3646,Texas Woman's University,Dallas,TX,82600,40200,9.3652735,0.61712301,27.058346,0,2.5340879,0,2.3260725,5.4221072,434
2858,State University Of New York At Farmingdale,New York,NY,85600,44200,8.9489651,0.71455079,28.291515,0,2.5317979,0,-2.7124689,-8.7091036,752.6666667
3174,Oklahoma Panhandle State University,Guymon,OK,56900,33600,12.205757,0.23958082,20.735069,0.033253998,2.5308723,0.004058902,2.7043669,3.2196131,183
1186,College Of The Sequoias,Fresno,CA,51500,27500,21.755768,0.28634942,11.627213,0.011531957,2.5295894,0.002508866,-2.6827242,-0.13974103,1764.666667
1486,Florida Memorial University,Miami,FL,33400,29300,31.662733,0.0505221,7.9887137,0.021902971,2.5294452,0.006935079,-26.674641,54.415764,256
4743,Clovis Community College,Clovis,NM,44300,26600,24.661276,0.12145012,10.244994,0.32550964,2.5265462,0.080274828,-1.4548364,-3.4047318,424
3359,Robert Morris University,Pittsburgh,PA,83600,48300,5.8833399,1.2844098,42.906727,0.11947637,2.5243485,0.007029201,-0.21337581,-4.2475352,478.5
11112,Fashion Institute Of Design & Merchandising,Los Angeles,CA,76300,28200,11.1849,2.2184095,22.536097,0.072082892,2.5206399,0.008062399,-2.8954527,-7.6313467,932.5
2988,Bismarck State College,Bismarck,ND,68300,40400,10.096105,0.36277467,24.954948,0.82727772,2.5194776,0.083522826,-3.9614384,-13.188924,785.3333333
1174,Scripps College,Los Angeles,CA,126300,46400,5.1244063,8.2430143,49.148785,3.7014902,2.5185835,0.18967941,-3.2238147,-6.9943733,185
3727,Northern Virginia Community College,Washington DC,VA,86200,37300,9.6939716,0.627379,25.972122,0.25149268,2.51773,0.024379626,-1.1970232,-0.98963499,5319
7111,North Country Community College,Plattsburgh,NY,61000,24900,18.513245,0.15191519,13.580913,0.043547522,2.5142674,0.008062059,1.4721621,-0.28659308,211
3146,Western Oklahoma State College,Altus,OK,52100,29300,18.90847,0.39197084,13.293253,0.69935375,2.5135508,0.13223709,-2.9276619,-14.409186,257.6666667
3176,Carl Albert State College,Fort Smith,OK,45700,23900,24.42392,0.087307453,10.290526,0.28442159,2.51335,0.069466904,-9.6525507,-13.104555,359.6666667
3573,Hill College,Waco,TX,58200,29400,17.143034,0.22688223,14.659974,0,2.5131643,0,-4.6079421,-8.1017904,489
2598,Caldwell College,Newark,NJ,84300,45400,7.1806011,1.3897126,34.991135,0,2.5125737,0,0.20452207,-1.2104059,215.6666667
9344,Ramapo College Of New Jersey,Newark,NJ,106400,49600,6.2429748,1.4398799,40.180756,0,2.5084743,0,-2.6137552,-5.1034074,699.3333333
2600,College Of Saint Elizabeth,Newark,NJ,75200,44700,9.4434509,0.55283034,26.508507,0,2.5033178,0,3.7694383,8.5757484,118.6666667
3303,Carlow University,Pittsburgh,PA,66100,37900,11.994018,0.71931952,20.866562,0.003185561,2.502739,0.000382077,-1.0335848,-5.7716804,156.6666667
2855,SUNY College Of Technology At Canton,Watertown,NY,52600,30300,21.01086,0.017848646,11.906149,0.004323638,2.5015843,0.000908433,-3.9592366,-6.8648443,438.6666667
7947,Beth Medrash Govoha Of America,Toms River,NJ,91100,20900,18.245932,5.9619231,13.685821,1.3494247,2.4971056,0.24621512,-2.860182,6.7954907,135.6666667
1348,Colorado School Of Mines,Denver,CO,111500,81500,3.889935,1.4936082,64.04126,6.5772214,2.4911637,0.25584963,-0.3011421,-2.2041733,512
1024,University Of West Alabama,Demopolis,AL,60200,35800,18.134975,0.41402337,13.718484,0.02888019,2.4878438,0.005237415,0.010697452,4.8500957,335
3747,University Of Virginia's College At Wise ,Big Stone Gap,VA,69900,38200,13.119617,0.65283597,18.955353,0,2.4868698,0,-7.5569448,-13.154239,214.3333333
1365,Colorado State University-Pueblo,Pueblo,CO,72300,38100,10.222199,0.54469031,24.315037,0.07288596,2.4855316,0.007450549,1.1853552,1.4897344,499
2990,Jamestown College,Jamestown,ND,75200,43100,5.5782976,0.14517468,44.408653,3.4598117,2.477247,0.19299859,-0.96592027,-15.103144,207
11678,State University Of New York Institute Of Technology At Utica,Syracuse,NY,78000,51300,7.8476601,0.05632871,31.538109,0,2.4750035,0,3.9549172,2.3557131,94.66666667
2881,SUNY Westchester Community College,New York,NY,74100,35000,11.808811,1.026296,20.940084,0.45566791,2.472775,0.053808965,3.6055808,4.8297043,1798
2825,"Saint Joseph's College of Brooklyn, NY",New York,NY,96700,61200,5.6902714,0.61604595,43.3927,1.4378989,2.4691625,0.081820346,0.77474308,-3.945401,430.3333333
6799,Craven Community College,Jacksonville,NC,57200,29600,18.641794,0.11570574,13.210657,0,2.4627035,0,-1.2511503,-1.5449728,472
2901,Wells College,Syracuse,NY,74900,41500,7.6454968,0.77829391,32.175682,0.044876061,2.4599907,0.003430998,0.31148323,-7.0343413,80
11649,Loyola Marymount University,Los Angeles,CA,131800,56200,5.3599129,8.6172075,45.875202,3.113014,2.4588709,0.16685484,-2.3844101,-7.0328021,1016
2089,Prince George's Community College,Washington DC,MD,65100,35700,12.377005,0.082915798,19.849512,0,2.4567752,0,-1.4812453,-3.4618118,1863.333333
5619,North Georgia Technical College,Gainesville,GA,42300,17700,29.450026,0.44514745,8.3328676,0.02566381,2.4540317,0.007557998,-2.2283661,-4.4393573,206.5
10195,Art Institute Of Fort Lauderdale ,Miami,FL,55400,25700,19.660526,1.0250747,12.475056,0.25304735,2.4526618,0.049750444,0.97502339,3.4894917,527
3798,University Of Washington System,Seattle,WA,108100,57500,5.3789549,2.5079434,45.585972,2.7029672,2.4520488,0.14539137,0.33796304,-0.93115801,4797.666667
1071,Arizona Western College,Yuma,AZ,38600,28000,27.479176,0.099557206,8.9150238,0.011258878,2.449775,0.003093847,-6.9595771,-6.7459898,765.6666667
2329,Wayne State University,Detroit,MI,81800,38400,12.600836,0.53894788,19.422808,0.29640147,2.4474361,0.03734906,5.6101928,8.9069843,1782.333333
37,Alamo Community College District,San Antonio,TX,50600,29800,21.751642,0.27724218,11.221429,0.045678824,2.440845,0.009935894,-3.909034,-3.2499652,6901.333333
8310,Auburn University Montgomery,Montgomery,AL,73600,35400,13.526307,0.41197911,18.042749,0.7342118,2.4405177,0.099311747,-0.66682065,3.5111387,668.3333333
3518,Southern Adventist University,Chattanooga,TN,80500,42700,8.6719151,1.9401276,28.117836,3.8936548,2.438355,0.33765444,-3.8504753,-4.2748818,359
2610,Felician College,Newark,NJ,73300,40400,12.820392,0.64556354,19.016153,0,2.4379454,0,-0.76099902,-2.3256145,149.6666667
2199,Northeastern University,Boston,MA,108300,61800,5.1461115,3.782536,47.367035,1.7370485,2.4375606,0.089390457,-2.1070781,-7.7308335,2601.333333
3576,Houston Baptist University,Houston,TX,93400,43100,8.9184504,2.2955425,27.280876,1.3236454,2.4330313,0.11804866,0.40406367,2.1986973,289.3333333
13208,Baptist Bible College,Springfield,MO,67700,27100,11.958838,0.37964553,20.3393,0.055870734,2.4323437,0.00668149,-4.9951906,-9.1220922,124.5
2928,Fayetteville State University,Fayetteville,NC,41400,28700,25.220098,0.12194336,9.6434212,0.40015107,2.4320803,0.1009185,-2.6758029,2.9961762,636.3333333
9741,University Of Texas At Dallas,Dallas,TX,100800,57100,5.7812104,1.4260364,42.036186,3.767683,2.4302003,0.21781768,2.0340548,3.3991888,772
12877,"Sanford-Brown College of Farmington, CT",Bridgeport,CT,45400,26800,23.352009,0.6383338,10.403577,0,2.4294443,0,-5.9994116,0.61626464,183.5
2992,University Of Mary,Bismarck,ND,79700,49800,5.6419802,0.2934764,43.016273,2.3372111,2.4269695,0.13186498,-3.3224542,-8.6156597,296
2279,Lawrence Technological University,Detroit,MI,95100,54600,7.7243476,0.77268875,31.393677,1.4171135,2.4249568,0.10946278,-0.91261363,-0.90146309,294.6666667
2416,Mississippi Delta Community College,Greenville,MS,30100,20800,39.672375,0.080023706,6.1111407,0.14155772,2.4244347,0.05615931,-4.5939307,1.3774904,644.5
11930,Roxbury Community College,Boston,MA,32700,27400,36.564762,0.0505221,6.6135974,0.00319324,2.418246,0.001167601,-4.5383511,-6.1198354,143.5
3641,Texas Lutheran University,San Antonio,TX,92800,47600,6.3387117,1.1289771,38.043518,2.749613,2.411469,0.17429005,4.1852169,7.0018783,268.5
1098,Henderson State University,Hot Springs,AR,63900,36200,13.540597,0.49762842,17.78657,0,2.4084079,0,-0.27864197,2.3017132,503.6666667
2224,Wellesley College,Boston,MA,142500,56300,5.522336,9.9150372,43.610973,8.0882044,2.4083447,0.44665784,-0.43156841,0.23892519,527.6666667
23485,Lamar State College - Port Arthur,Beaumont,TX,61100,27800,22.16383,0.59704494,10.865207,0,2.4081459,0,-3.4589219,-1.6505542,444
3283,Lackawanna College,Scranton,PA,55200,26400,20.366848,0.31830981,11.813594,0.045780957,2.4060566,0.009324137,-0.57912904,-2.0256405,274
2238,Andrews University,South Bend,MI,73900,37200,9.3424969,1.7232015,25.738012,0.12347466,2.404573,0.011535617,-3.0300834,-13.518781,262.6666667
5596,Emily Griffith Technical College,Denver,CO,50200,26500,20.666222,0.14729291,11.578712,0.04666334,2.3928826,0.00964355,1.4192959,0.35853684,307
1433,Wesley College,Dover,DE,81500,44100,9.8910351,0.37944055,24.16502,0.79783249,2.3901706,0.07891389,-1.5658833,3.701616,323.6666667
2326,University Of Michigan - Dearborn,Detroit,MI,105200,50200,6.5978937,1.078783,36.129776,3.6079872,2.3838041,0.23805118,2.9776025,6.9277101,700.3333333
1015,Enterprise State Community College,Dothan,AL,59300,26500,19.608747,0.30876213,12.153184,0.029507978,2.3830872,0.005786145,-0.22242069,6.1812081,289
1294,Southwestern Community College District,San Diego,CA,54200,28200,20.210163,0.17366412,11.78523,0.23206095,2.381814,0.046899896,-2.0236914,-2.3298447,2576.5
3391,Waynesburg University,Pittsburgh,PA,74000,42900,10.090327,0.15823214,23.602777,1.2499566,2.3815975,0.12612471,-4.5025759,-9.7022409,259.6666667
3728,Old Dominion University,Virginia Beach,VA,82400,44300,8.4604912,0.4807609,28.022749,0.23506595,2.370862,0.019887734,-2.8976226,-6.9875689,1549
12362,"Northwestern College of Bridgeview, IL",Chicago,IL,43300,25800,24.994207,0.34456092,9.4823475,0.004206328,2.3700378,0.001051338,3.4446895,5.7381124,464
1125,California Baptist University,Los Angeles,CA,82600,36200,7.645586,0.36280495,30.910992,0,2.3633265,0,-0.70420301,-1.7346319,197.3333333
50,"Troy University And Troy State Universities, Montgomery And Dothan",Troy,AL,64400,35800,15.588654,0.1813903,15.143028,0.29515326,2.360594,0.046010416,-2.1393337,-0.35139021,1424
2681,Canisius College,Buffalo,NY,94200,50900,7.1293144,1.331933,33.110138,2.8701108,2.3605258,0.20461923,-1.3135424,-3.7122149,653
2206,Regis College,Boston,MA,86900,45200,8.6421032,0.27439323,27.295357,0,2.3588927,0,6.7174087,8.4804201,146
27,West Valley-Mission Community College District,San Jose,CA,91600,36700,8.6101971,1.4690819,27.388355,0.48757774,2.3581915,0.041981403,1.3902915,-0.26394138,1567.333333
4072,Northwood University,Saginaw,MI,86000,45400,9.6529255,3.6004112,24.421947,3.0569301,2.3574324,0.29508317,-0.86642665,0.023769099,673
1090,Arkansas State University,Jonesboro,AR,60800,34500,15.929386,0.39503244,14.797317,0.43308505,2.3571217,0.068987787,2.0758381,3.5325949,1956.666667
1102,Ouachita Baptist University,Hot Springs,AR,88300,40000,9.199872,0.47171843,25.620491,0.14725731,2.3570523,0.013547484,-6.4107428,-13.273571,297.5
1055,University Of Alabama In Huntsville,Huntsville,AL,91300,45800,7.9483328,0.76836824,29.620243,0,2.3543155,0,-0.61768067,-1.1638535,636.3333333
42,Yuba Community College District,Chico,CA,48700,25400,20.398449,0.059860259,11.534951,0.004874751,2.352951,0.000994373,-0.82060295,-6.5748,1240.666667
2150,Fisher College,Boston,MA,55800,27800,18.575293,0.81099468,12.65041,0.01022223,2.3498507,0.001898809,-0.74817145,-10.423163,228.6666667
25395,Irvine Valley College,Los Angeles,CA,81200,30900,11.972666,1.4119123,19.612675,0.3997122,2.34816,0.047856204,-0.60219944,-3.8343,708.3333333
3572,Trinity Valley Community College,Tyler,TX,55700,29000,19.369476,0.12135357,12.122305,0.014386544,2.3480268,0.002786598,-1.846984,-2.2062669,841.6666667
2433,Rust College,Memphis,MS,33000,22500,35.50602,0.0505221,6.6104283,0.020920459,2.3471,0.007428022,-5.797339,-6.8820181,174.5
1108,University Of Arkansas,Fayetteville,AR,93400,45800,7.1958208,2.29931,32.608727,2.2364709,2.3464656,0.16093244,-3.3643041,-7.7860074,2286
1586,Oglethorpe University,Atlanta,GA,98600,42700,7.119669,2.6442704,32.811771,0.11564127,2.3360896,0.008233276,5.1583028,12.39763,145.6666667
2197,Nichols College,Boston,MA,95300,56800,4.4593906,1.4956756,52.33218,0.18679193,2.3336964,0.008329782,3.4715519,-3.4945779,222
20,State Center Community College District,Fresno,CA,47600,25200,24.745939,0.22781309,9.4192524,0.099820897,2.3308825,0.02470162,-2.9923985,-0.38744524,5160
5316,Coastal Carolina Community College,Jacksonville,NC,56700,28000,17.01339,0.26989138,13.671247,0.005579116,2.3259423,0.000949197,-0.58211929,-2.5587595,901
2880,Ulster County Community College,Poughkeepsie,NY,66300,29000,15.505877,0.28725538,14.999035,0.41774097,2.325732,0.064774401,-2.5507233,-3.8792782,484
1962,University Of The Cumberlands,London,KY,67000,36000,12.546828,0.30741435,18.512995,0.063179336,2.3227935,0.007927003,0.42469209,-3.6365283,264.5
5267,Northwest Kansas Technical College,Goodland,KS,57100,35300,15.262705,0.098270446,15.215079,0.013263004,2.3222327,0.002024293,-3.3805404,-0.51722217,110
2208,Simmons College,Boston,MA,89800,50900,5.684535,2.797339,40.824547,0,2.3206859,0,-2.835053,-11.215299,240.3333333
23154,Northeast Texas Community College,Texarkana,TX,51100,28500,20.428453,0.23581037,11.358315,0.39413223,2.3203282,0.080515116,-0.050248962,4.0423698,413.3333333
2603,Drew University,Newark,NJ,140400,55600,4.0804567,7.2175579,56.508553,2.4419,2.3058069,0.099640667,3.0569553,5.3366532,339.6666667
10395,University Of San Diego,San Diego,CA,139300,61200,4.9255176,12.273797,46.769913,1.0447606,2.3036604,0.051459868,-1.9341998,-4.3951054,894
25039,Warren County Community College,Newark,NJ,78600,33400,9.9666939,0.6465984,23.113316,0.045919433,2.3036335,0.00457665,-2.4075403,1.7495575,137.5
6661,Angelina College,Huntsville,TX,45900,25100,26.211666,0.073561318,8.7828455,0.58606887,2.3021302,0.15361843,-7.2060766,-5.1113329,871.6666667
1717,MacMurray College,Jacksonville,IL,75500,38600,10.306915,0.1059342,22.33552,1.9872808,2.302103,0.20482735,5.016017,10.218029,147.6666667
2728,Hamilton College,Syracuse,NY,164600,60300,3.8505599,12.935546,59.781792,4.1298208,2.3019335,0.15902123,-1.0955285,-1.6008439,437.3333333
3523,Tennessee Technological University,Cookeville,TN,78400,39700,9.5024853,0.79724586,24.221773,0,2.3016703,0,-1.839255,-2.0664186,1298.666667
3317,Cheyney University Of Pennsylvania,Philadelphia,PA,38600,26500,27.863062,0.020889614,8.2591581,0,2.3012543,0,-4.9889946,-9.61094,227.3333333
1073,Eastern Arizona College,Safford,AZ,60900,23800,14.34419,0.12213669,16.028936,0.03582808,2.299221,0.005139248,0.86064672,-0.66691488,453.6666667
2873,Nassau Community College,New York,NY,80100,36000,10.617213,0.62620288,21.635952,0.29587707,2.2971351,0.031413898,0.20125508,-0.63776857,4225
11161,Texas A&M University - Corpus Christi,Corpus Christi,TX,81700,43400,9.6550169,0.67429447,23.78828,0.87951833,2.2967625,0.084917635,2.3452299,5.0555663,791
3987,La Roche College,Pittsburgh,PA,78700,39800,8.9604959,0.66753274,25.555241,0,2.2898765,0,-0.60177857,0.30253145,212.6666667
2411,Jones County Junior College,Laurel,MS,49100,26700,24.656441,0.40111268,9.2869873,0.044459704,2.2898407,0.010962181,-0.92812955,4.0787978,1447.666667
3619,Southwestern Adventist University,Fort Worth,TX,66100,37100,11.157076,0.12176576,20.509348,0.46564341,2.2882435,0.051952187,-2.3812687,-8.6031017,98
3370,Swarthmore College,Philadelphia,PA,135900,56700,4.6533375,8.976655,49.128494,13.01739,2.2861147,0.60574317,-0.4687714,-3.1992576,325
1570,Southern Polytechnic State University,Atlanta,GA,92400,54800,5.8328786,0.65723461,39.154659,0.025167508,2.2838435,0.00146799,1.1939573,3.5174568,358
2744,Keuka College,Buffalo,NY,67700,42100,12.792821,0.27253729,17.823956,0,2.2801867,0,-3.8190484,-8.6544857,199.3333333
30321,Altamaha Technical College,Hinesville,GA,35700,14500,37.032307,0.0505221,6.1545224,0.021757515,2.2791615,0.008057309,-9.6719694,-3.2749631,122
3543,Austin College,Sherman,TX,109300,49700,5.7600904,3.3268225,39.560169,1.9099586,2.2787015,0.11001534,-1.2608985,-2.7370174,299.3333333
3781,Highline Community College,Seattle,WA,76500,34700,11.069468,0.23906799,20.585323,0.56377447,2.2786858,0.06240683,3.531466,5.0905848,1051.666667
1237,Merced Community College,Modesto,CA,48400,25400,23.999722,0.19636881,9.4891005,0.11405369,2.2773576,0.027372569,-4.0035462,-0.54768449,1336.333333
2417,Mississippi Gulf Coast Community College,Gulfport,MS,56800,27100,19.400055,0.16289696,11.721686,0.28644285,2.2740138,0.05557007,1.0513934,1.8377731,1792.166667
1030,Bishop State Community College,Mobile,AL,31400,20400,40.87936,0.059725042,5.5473075,0.007698027,2.2677038,0.003146904,-9.1931543,-0.7073518,641.6666667
3153,Connors State College,Muskogee,OK,49000,27300,20.629696,0.10985484,10.983221,0.040054251,2.265805,0.00826307,1.8643087,2.5805314,366.6666667
20923,Hohokus School - RETS/Nutley,Newark,NJ,41700,29500,27.09305,0.16239743,8.3536768,0,2.2632658,0,-11.376682,-25.991213,64
7289,Central Wyoming College,Riverton,WY,52100,26000,19.409195,0.29948705,11.651235,0.63305295,2.261411,0.12287048,-4.6955333,-9.8157015,238
1280,San Joaquin Delta College,Sacramento,CA,66300,30700,15.996877,0.30438471,14.093438,0.1802949,2.2545097,0.028841553,1.5079223,2.3808484,2258.666667
2413,Meridian Community College,Meridian,MS,41300,25100,28.917555,0.26415718,7.7953367,0.31770745,2.2542207,0.091873229,-3.3176739,1.6040444,613.5
2853,SUNY Maritime College,New York,NY,103800,90500,4.3647723,0.23508064,51.558952,13.268122,2.2504308,0.57912332,-0.82549518,-2.7700019,115
1143,California Polytechnic State University,Santa Barbara,CA,124800,65500,4.1973853,3.1203971,53.568726,3.8050354,2.2484858,0.15971199,-1.774125,-4.4149933,2887.666667
7437,Pittsburgh Technical Institute,Pittsburgh,PA,58900,33400,15.430868,0.27763408,14.563565,0.000797119,2.2472844,0.000123002,2.3648245,7.2823176,792
1326,Santa Clara University,San Jose,CA,149900,72500,3.6217711,10.844481,62.036003,5.5215983,2.2468021,0.19997966,-1.4987099,-4.0121546,989.6666667
2403,Delta State University,Greenville,MS,71000,37600,16.261435,0.15289028,13.811943,0.59209132,2.2460201,0.096282534,-3.3842585,0.13300574,399.5
1305,Stanford University,San Jose,CA,172600,84800,3.5795205,14.479454,62.739227,18.514551,2.2457635,0.66273212,0.71890718,0.66535628,1516.333333
2139,Clark University,Boston,MA,103000,49600,5.281157,5.0328231,42.450489,3.108156,2.2418768,0.16414659,-0.97102451,-3.7997437,416
211,University Of Maryland System (Except University College) And Baltimore City Community College,Washington DC,MD,102800,53500,7.6429853,1.2872607,29.331381,0.93109339,2.2417932,0.071163327,-1.536788,-3.2487738,11705.33333
10060,Vernon College,Vernon,TX,53100,28300,16.912642,0.15938212,13.255002,0.51870632,2.2417707,0.087726943,-1.9551467,-10.079008,404.6666667
208,Yosemite Community College District,Modesto,CA,66400,28900,14.039106,0.30296826,15.960564,0.24045672,2.2407205,0.033757973,0.64226711,-0.78514421,2879
2065,Notre Dame Of Maryland University,Baltimore,MD,81100,45900,9.0509396,0.87505078,24.74972,0,2.240082,0,0.024245963,-0.62088716,135.6666667
25593,United Education Institute,Los Angeles,CA,29600,19100,42.369816,0.021258593,5.2857108,0.040799599,2.2395461,0.017286714,-8.5227232,-6.0925074,1165
1857,"Southwestern Community College of Creston, IA",Creston,IA,55600,32200,14.470831,0.11716106,15.367831,0.06283848,2.2238529,0.00909325,-4.7801981,-10.798892,183.5
3366,Saint Francis University,Altoona,PA,80200,51300,6.4369574,0.71502316,34.541,0,2.2233896,0,-3.624069,-11.013159,265
3658,University Of Texas At Austin,Austin,TX,125100,57900,4.9989672,4.8796396,44.460583,4.0956163,2.2225699,0.20473851,1.1964903,2.6330938,6993.666667
2008,Louisiana Tech University,Ruston,LA,81500,42200,10.710855,0.94991338,20.734024,0.8478815,2.2207913,0.090815358,-4.1853447,-5.6391768,1877
5310,Pittsburgh Institute Of Aeronautics,Pittsburgh,PA,72400,52100,8.4972343,0.34156916,26.123947,0.16651009,2.2198129,0.014148753,-1.6209557,0.3649883,148.3333333
11133,Eastern Idaho Technical College,Pocatello,ID,59900,27100,15.435266,0.064223714,14.377602,2.4675803,2.2192211,0.38087758,-4.2313156,-4.3603668,134.5
1830,Rose - Hulman Institute Of Technology,Terre Haute,IN,109500,83600,2.8360941,1.477374,78.208527,6.1999416,2.2180672,0.17583618,-1.3653519,-5.2000804,402.5
1172,Pitzer College,Los Angeles,CA,131900,43500,6.2417159,13.643451,35.480968,2.7322159,2.2146213,0.17053716,-3.2925222,-7.7760072,192
3628,Texarkana College,Texarkana,TX,61200,28500,18.795792,0.29945087,11.737081,0,2.2060773,0,0.89554608,4.4823971,689
3161,Northeastern State University,Muskogee,OK,62100,33800,15.930955,0.35520473,13.838103,0.4941442,2.2045422,0.078721888,-2.8920202,-0.28738743,864.6666667
2731,Hobart And William Smith Colleges,Buffalo,NY,120400,52700,6.1278763,9.5192862,35.809593,3.3954694,2.1943676,0.20807017,-2.9700522,-5.6913195,418.5
2343,College Of Saint Scholastica,Duluth,MN,87700,54800,4.5562282,0.6713565,48.05093,0.030198626,2.1893101,0.001375918,-0.65420622,-4.1948471,336
6789,Columbia - Greene Community College - SUNY Office Of Cmnty Colleg,Albany,NY,64600,34000,15.452711,0.14875278,14.1599,0.716169,2.1880884,0.11066753,0.18258625,1.7813928,296.5
3242,Carnegie Mellon University,Pittsburgh,PA,134400,78400,4.1113148,6.3818531,53.203964,11.283568,2.1873827,0.46390304,-0.64248633,-1.6911069,1077.333333
2628,Rider University,Newark,NJ,102100,51600,5.8408837,2.1912713,37.443565,2.9915133,2.1870353,0.17473081,-0.93291968,-4.861865,761
3233,Alvernia University,Reading,PA,84300,41800,6.6485949,0.82580233,32.86742,2.3096087,2.1852217,0.15355653,-2.1128783,-8.1572409,210.3333333
